Budget (USD),Duration (Months),NumWorkers,SafetyIncidents,Location,ProjectType,MaterialType,ProjectPhase
849342.8306022466,9.308678494144077,62.953770762013846,2.5230298564080256,San Diego,Industrial,Wood,Execution
703169.3250553329,8.829315215254097,81.58425631014782,1.767434729152909,Chicago,Infrastructure,Steel,Execution
656105.1228130095,12.712800217929823,40.73164614375075,0.5342702464297431,San Jose,Infrastructure,Steel,Closing
798392.4543132068,0.4335987767110101,15.501643349739346,0.4377124707590273,San Diego,Residential,Concrete,Execution
547433.7759331153,11.57123666297637,31.83951848957578,-0.4123037013352915,San Diego,Industrial,Concrete,Closing
1043129.7537843108,8.871118497567322,51.35056409375848,-0.4247481862134568,Phoenix,Residential,Steel,Closing
641123.4550949634,10.55461294854933,26.980128451553945,1.375698018345672,San Diego,Industrial,Glass,Execution
629872.262016239,8.541531251033616,37.96586775541206,2.852278184508938,Philadelphia,Industrial,Glass,Closing
747300.5550524133,4.711445355220498,66.45089824206377,-0.22084364997102224,Phoenix,Infrastructure,Brick,Execution
791772.719000951,0.20164938060112192,23.43627902203139,1.1968612358691235,Dallas,Infrastructure,Concrete,Planning
897693.315999082,10.856841405949853,47.68703435223519,0.6988963044107113,San Antonio,Industrial,Brick,Planning
454295.60192651453,6.400778958026457,40.78722458080425,2.0571222262189157,San Diego,Industrial,Concrete,Execution
818723.6579136923,1.1847992231863298,56.4816793878959,0.6149177195836835,New York,Industrial,Steel,Execution
614615.5999388082,13.05838144420434,70.61999044991902,1.9312801191161986,Los Angeles,Infrastructure,Glass,Execution
582156.4953554723,8.453938120743928,56.62526862807128,1.9755451271223592,San Diego,Infrastructure,Glass,Execution
654165.152430942,9.071705116680914,27.873300519879436,-0.1962066240806708,Dallas,Commercial,Steel,Planning
912505.1644788396,16.781200142854114,48.55979756839332,2.003532897892024,Houston,Industrial,Brick,Closing
822327.2050095268,6.774401226974378,57.227912110168276,2.538036566465969,San Jose,Commercial,Brick,Closing
742834.7921780096,17.82321827907003,-2.394902081794889,1.821902504375224,San Jose,Industrial,Wood,Planning
767409.4136476342,8.504963247670663,51.835215530710045,-0.9875689146008928,Dallas,Infrastructure,Concrete,Closing
706065.6224324976,11.785562857558732,79.55788089483032,0.4817297817263526,Houston,Commercial,Brick,Planning
